"age","job","marital","education","default","housing","loan","contact","month","day_of_week","duration","campaign","previous","poutcome","emp.var.rate","cons.price.idx","cons.conf.idx","euribor3m","nr.employed","y","age_num","na_count"
"Jove-Adult","admin.","divorced","professional.course","no","yes","no","telephone","may","fri",539,2.04646491431055,"No","nonexistent",1.1,93.994,-36.4,4.864,5191,"yes",40,1
"Adult","unemployed","married","basic","no","yes","no","cellular","apr","thu",144,4,"No","nonexistent",-1.8,93.075,-47.1,1.41,5099.1,"yes",63,1
"Jove-Adult","self-employed","married","basic",NA,"yes","yes","cellular","aug","thu",593,2,"No","nonexistent",1.4,93.444,-36.1,4.964,5228.1,"yes",36,1
"Jove-Adult","technician","single","professional.course","no","no","no","cellular","jul","tue",769,4,"No","nonexistent",1.4,93.918,-42.7,4.961,5228.1,"yes",32,0
"Jove-Adult","self-employed","single","basic","no","no","no","telephone","jun","mon",1248,3,"No","nonexistent",1.4,94.465,-41.8,4.96,5228.1,"yes",31,0
"Jove-Adult","technician","single","professional.course","no","no","no","cellular","jul","thu",2029,1,"No","nonexistent",1.4,93.918,-42.7,4.963,5228.1,"yes",32,1
"Jove-Adult","technician","married","university.degree","no","yes","no","telephone","may","tue",683,2,"No","nonexistent",1.1,93.994,-36.4,4.856,5191,"yes",30,0
"Jove-Adult","technician","married","university.degree","no","no","yes","cellular","may","mon",287,2,"No","failure",-1.8,92.893,-46.2,1.354,5099.1,"yes",36,1
"Jove-Adult","services","divorced","high.school","no","yes","yes","cellular","jul","mon",1169,1,"No","nonexistent",1.4,93.918,-42.7,4.962,5228.1,"yes",44,0
"Jove-Adult","technician","single","professional.course","no","no","no","telephone","jun","thu",508,2,"No","nonexistent",1.4,94.465,-41.8,4.866,5228.1,"yes",28,0
"Jove-Adult","admin.","single","university.degree","no","no","yes","cellular","mar","wed",96,2,"No","nonexistent",-1.8,92.843,-50,1.548,5099.1,"yes",28,0
"Jove-Adult","admin.","married","university.degree",NA,"yes","no","cellular","aug","thu",583,2.48662784698964,"No","nonexistent",1.4,93.444,-36.1,4.962,5228.1,"yes",41,2
"Adult","unemployed","married","high.school","no","no","no","telephone","may","fri",924,1,"No","nonexistent",1.1,93.994,-36.4,4.857,5191,"yes",55,0
"Jove-Adult","admin.","divorced","university.degree","no","no","no","cellular","nov","fri",549,2,"No","nonexistent",-0.1,93.2,-42,4.021,5195.8,"yes",34,0
"Jove","unemployed","single","high.school","no","no","no","cellular","may","wed",669,1,"No","failure",-1.8,92.893,-46.2,1.281,5099.1,"yes",24,1
"Jove-Adult","management","married","university.degree","no","no","no","telephone","may","tue",1677,1,"No","nonexistent",1.1,93.994,-36.4,4.857,5191,"yes",42,0
"Adult","blue-collar","married","high.school",NA,"yes","no","cellular","jul","fri",572,1,"No","nonexistent",1.4,93.918,-42.7,4.957,5228.1,"yes",57,1
"Adult","unemployed","married","basic",NA,"no","yes","telephone","may","wed",801,1,"No","nonexistent",1.1,93.994,-36.4,4.858,5191,"yes",49,1
"Adult","management","married","basic","no","no","no","cellular","mar","wed",115,1,"No","nonexistent",-1.8,92.843,-50,1.548,5099.1,"yes",50,0
"Jove-Adult","blue-collar","married","basic",NA,"no","no","cellular","may","thu",680,1,"Yes","success",-1.8,92.893,-46.2,1.266,5099.1,"yes",31,1
"Jove-Adult","blue-collar","single","university.degree","no","yes","no","cellular","may","tue",139,2,"No","nonexistent",-1.8,92.893,-46.2,1.266,5099.1,"yes",26,0
"Jove-Adult","management","married","university.degree","no","no","no","telephone","nov","fri",179,1,"No","nonexistent",-0.1,93.2,-42,4.223,5195.8,"yes",34,0
"Jove-Adult","services","married","high.school","no","no","no","cellular","jul","mon",710,1,"No","nonexistent",1.4,93.918,-42.7,4.96,5228.1,"yes",43,0
"Adult","self-employed","married","university.degree","no","no","no","cellular","apr","tue",110,2,"No","nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"yes",56,0
"Jove-Adult","self-employed","married","university.degree","no","yes","no","telephone","may","fri",691,2.06569024742358,"No","nonexistent",1.1,93.994,-36.4,4.864,5191,"yes",41,1
"Jove","services","single","high.school","no","no","no","cellular","jul","thu",1097,3,"No","nonexistent",1.4,93.918,-42.7,4.963,5228.1,"yes",23,0
"Jove-Adult","admin.","single","university.degree","no","no","no","cellular","aug","mon",724,2.50383735307629,"No","nonexistent",1.4,93.444,-36.1,4.963,5228.1,"yes",35,1
"Adult","admin.","married","professional.course",NA,"yes","yes","telephone","nov","tue",514,2,"No","nonexistent",-0.1,93.2,-42,4.153,5195.8,"yes",55,1
"Jove-Adult","technician","married","professional.course","no","no","no","telephone","oct","thu",171,1,"No","nonexistent",-0.1,93.798,-40.4,4.921,5195.8,"yes",39,0
"Jove-Adult","blue-collar","married","basic","no","yes","yes","cellular","may","wed",686,2,"No","nonexistent",-1.8,92.893,-46.2,1.334,5099.1,"yes",33,0
"Jove-Adult","services","married","high.school","no","no","no","telephone","jun","mon",659,2,"No","nonexistent",1.4,94.465,-41.8,4.865,5228.1,"yes",28,0
"Jove-Adult","blue-collar","married","basic","no","yes","no","cellular","jul","fri",635,3,"No","nonexistent",1.4,93.918,-42.7,4.957,5228.1,"yes",39,0
"Jove-Adult","admin.","single","high.school",NA,"yes","no","cellular","may","mon",309,1,"No","nonexistent",-1.8,92.893,-46.2,1.244,5099.1,"yes",31,1
"Jove-Adult","unemployed","single","high.school","no","yes","no","cellular","mar","thu",80,4,"No","nonexistent",-1.8,92.843,-50,1.65,5099.1,"yes",27,0
"Jove-Adult","technician","married","professional.course","no","yes","no","cellular","aug","wed",543,1,"No","nonexistent",1.4,93.444,-36.1,4.964,5228.1,"yes",42,0
"Jove-Adult","blue-collar","married","basic","no","yes","no","cellular","apr","thu",1042,2,"No","nonexistent",-1.8,93.075,-47.1,1.435,5099.1,"yes",29,0
"Jove-Adult","admin.","married","university.degree","no","yes","no","cellular","jul","wed",481,3,"No","nonexistent",1.4,93.918,-42.7,4.963,5228.1,"yes",38,1
"Jove-Adult","admin.","single","high.school","no","no","no","cellular","may","thu",492,1,"Yes","failure",-1.8,92.893,-46.2,1.266,5099.1,"yes",33,0
"Jove-Adult","self-employed","married","high.school","no","no","no","telephone","jun","thu",1141,6,"No","nonexistent",1.4,94.465,-41.8,4.958,5228.1,"yes",43,0
"Adult","admin.","divorced","university.degree","no","yes","no","telephone","jun","tue",528,2,"No","nonexistent",1.4,94.465,-41.8,4.958,5228.1,"yes",51,1
"Adult","admin.","married","university.degree","no","no","no","telephone","oct","tue",85,1,"No","nonexistent",-0.1,93.798,-40.4,4.968,5195.8,"yes",59,0
"Jove-Adult","blue-collar","divorced","basic","no","yes","yes","telephone","may","wed",799,1,"No","nonexistent",1.1,93.994,-36.4,4.858,5191,"yes",44,1
"Jove-Adult","services","divorced","high.school","no","no","no","cellular","may","mon",903,4,"No","nonexistent",-1.8,92.893,-46.2,1.244,5099.1,"yes",44,0
"Jove-Adult","admin.","single","basic","no","yes","yes","cellular","jul","mon",919,2,"No","nonexistent",1.4,93.918,-42.7,4.96,5228.1,"yes",44,0
"Adult","admin.","divorced","university.degree","no","yes","no","telephone","may","fri",628,2,"No","nonexistent",1.1,93.994,-36.4,4.857,5191,"yes",58,0
"Jove","technician","single","university.degree","no","no","no","cellular","may","mon",237,5,"No","nonexistent",-1.8,92.893,-46.2,1.354,5099.1,"yes",20,0
"Jove-Adult","admin.","single","high.school","no","yes","no","cellular","may","fri",792,2,"No","failure",-1.8,92.893,-46.2,1.25,5099.1,"yes",29,1
"Adult","management","married","university.degree","no","no","no","telephone","may","mon",1076,3,"Yes","success",-1.8,92.893,-46.2,1.354,5099.1,"yes",65,0
"Adult","admin.","married","university.degree","no","no","no","telephone","may","thu",513,1,"No","nonexistent",1.1,93.994,-36.4,4.855,5191,"yes",54,0
"Jove-Adult","technician","single","university.degree","no","yes","no","cellular","nov","mon",984,1,"No","nonexistent",-0.1,93.2,-42,4.191,5195.8,"yes",31,0
"Jove-Adult","blue-collar","married","professional.course","no","yes","yes","cellular","jul","mon",431,1,"No","nonexistent",1.4,93.918,-42.7,4.962,5228.1,"yes",40,0
"Jove","admin.","single","university.degree","no","yes","no","cellular","may","tue",228,1,"No","nonexistent",-1.8,92.893,-46.2,1.266,5099.1,"yes",25,0
"Jove-Adult","unemployed","married","high.school","no","yes","no","cellular","apr","thu",753,1,"No","nonexistent",-1.8,93.075,-47.1,1.365,5099.1,"yes",32,0
"Jove-Adult","admin.","married","basic","no","yes","no","cellular","jul","mon",577,2,"No","nonexistent",1.4,93.918,-42.7,4.96,5228.1,"yes",29,0
"Adult","self-employed","single","basic","no","yes","no","cellular","may","wed",396,3,"No","nonexistent",-1.8,92.893,-46.2,1.334,5099.1,"yes",51,0
"Jove-Adult","self-employed","married","university.degree","no","no","no","cellular","jul","wed",638,2,"No","nonexistent",1.4,93.918,-42.7,4.963,5228.1,"yes",36,0
"Jove-Adult","self-employed","married","university.degree","no","no","no","telephone","may","mon",410,4,"No","nonexistent",-1.8,92.893,-46.2,1.354,5099.1,"yes",36,0
"Jove-Adult","admin.","married","university.degree","no","no","no","cellular","aug","fri",604,3,"No","nonexistent",1.4,93.444,-36.1,4.964,5228.1,"yes",29,0
"Adult","blue-collar","married","basic","no","no","yes","cellular","jul","tue",849,1,"No","nonexistent",1.4,93.918,-42.7,4.961,5228.1,"yes",50,0
"Jove-Adult","admin.","married","high.school","no","yes","no","cellular","may","mon",226,1,"No","nonexistent",-1.8,92.893,-46.2,1.264,5099.1,"yes",35,0
"Jove-Adult","management","married","university.degree",NA,"no","no","telephone","jun","wed",1066,9,"No","nonexistent",1.4,94.465,-41.8,4.962,5228.1,"yes",38,2
"Jove-Adult","technician","married","high.school","no","yes","no","cellular","jul","thu",1461,4,"No","nonexistent",1.4,93.918,-42.7,4.968,5228.1,"yes",39,0
"Jove-Adult","admin.","single","high.school","no","no","no","cellular","may","wed",698,2,"No","failure",-1.8,92.893,-46.2,1.281,5099.1,"yes",30,1
"Jove-Adult","technician","married","university.degree","no","yes","no","cellular","aug","mon",1374,6,"No","nonexistent",1.4,93.444,-36.1,4.965,5228.1,"yes",38,0
"Jove-Adult","services","married","high.school",NA,"no","no","telephone","may","fri",483,3,"No","nonexistent",1.1,93.994,-36.4,4.855,5191,"yes",33,1
"Jove-Adult","self-employed","single","university.degree","no","no","no","cellular","jul","wed",1211,1,"No","nonexistent",1.4,93.918,-42.7,4.963,5228.1,"yes",34,0
"Jove-Adult","blue-collar","married","basic",NA,"yes","no","telephone","may","mon",461,1,"No","nonexistent",1.1,93.994,-36.4,4.857,5191,"yes",45,1
"Jove-Adult","services","single","high.school","no","yes","no","telephone","jun","thu",1018,3,"No","nonexistent",1.4,94.465,-41.8,4.866,5228.1,"yes",29,0
"Jove-Adult","technician","married","professional.course","no","no","no","cellular","apr","thu",337,2,"Yes","success",-1.8,93.075,-47.1,1.365,5099.1,"yes",35,0
"Jove-Adult","blue-collar","single","basic","no","no","no","cellular","jul","thu",854,1,"No","nonexistent",1.4,93.918,-42.7,4.963,5228.1,"yes",33,0
"Jove-Adult","self-employed","married","university.degree","no","no","no","cellular","apr","tue",133,2,"No","nonexistent",-1.8,93.075,-47.1,1.423,5099.1,"yes",42,0
"Jove-Adult","self-employed","married","professional.course",NA,"yes","no","cellular","nov","fri",1571,1,"No","nonexistent",-0.1,93.2,-42,4.021,5195.8,"yes",41,1
"Jove-Adult","admin.","divorced","basic","no","yes","no","cellular","may","thu",688,2,"No","nonexistent",-1.8,92.893,-46.2,1.266,5099.1,"yes",40,0
"Jove-Adult","blue-collar","married","basic",NA,"no","no","cellular","may","mon",877,7,"No","nonexistent",-1.8,92.893,-46.2,1.299,5099.1,"yes",27,1
"Jove-Adult","admin.","married","high.school",NA,"no","no","cellular","may","mon",899,3,"No","nonexistent",-1.8,92.893,-46.2,1.244,5099.1,"yes",36,1
"Jove-Adult","technician","married","professional.course","no","yes","no","cellular","mar","fri",166,3,"No","nonexistent",-1.8,92.843,-50,1.726,5099.1,"yes",38,0
"Jove-Adult","admin.","married","university.degree","no","yes","no","cellular","aug","wed",529,1,"No","nonexistent",1.4,93.444,-36.1,4.965,5228.1,"yes",36,1
"Adult","technician","married","university.degree","no","yes","no","cellular","apr","thu",836,1,"No","nonexistent",-1.8,93.075,-47.1,1.41,5099.1,"yes",57,0
"Jove-Adult","blue-collar","married","basic","no","no","no","cellular","nov","mon",1091,2,"Yes","success",-0.1,93.2,-42,4.191,5195.8,"yes",32,0
"Jove-Adult","admin.","single","university.degree","no","no","no","cellular","apr","fri",678,1,"No","nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"yes",29,0
"Jove-Adult","management","married","basic","no","no","no","cellular","apr","wed",945,1,"No","failure",-1.8,93.075,-47.1,1.415,5099.1,"yes",43,1
"Jove-Adult","admin.","married","high.school","no","no","no","cellular","jul","mon",999,2,"No","nonexistent",1.4,93.918,-42.7,4.96,5228.1,"yes",43,0
"Jove-Adult","technician","married","high.school","no","yes","no","cellular","aug","mon",630,6,"No","nonexistent",1.4,93.444,-36.1,4.965,5228.1,"yes",36,0
"Jove-Adult","admin.","married","university.degree","no","yes","no","cellular","mar","tue",170,3,"No","nonexistent",-1.8,92.843,-50,1.556,5099.1,"yes",31,0
"Jove-Adult","services","single","high.school","no","yes","yes","cellular","apr","wed",264,2,"No","nonexistent",-1.8,93.075,-47.1,1.415,5099.1,"yes",41,0
"Jove-Adult","services","divorced","high.school",NA,"no","yes","cellular","jul","fri",278,2,"No","nonexistent",1.4,93.918,-42.7,4.957,5228.1,"yes",28,1
"Adult","services","divorced","high.school",NA,"no","no","cellular","aug","thu",819,6,"No","nonexistent",1.4,93.444,-36.1,4.963,5228.1,"yes",47,1
"Jove-Adult","admin.","married","high.school","no","yes","no","cellular","may","wed",1073,1,"No","nonexistent",-1.8,92.893,-46.2,1.281,5099.1,"yes",28,0
"Jove-Adult","management","divorced","university.degree","no","no","no","cellular","may","mon",493,1,"No","nonexistent",-1.8,92.893,-46.2,1.244,5099.1,"yes",37,0
"Jove-Adult","technician","single","professional.course","no","no","yes","cellular","jul","tue",955,5,"No","nonexistent",1.4,93.918,-42.7,4.961,5228.1,"yes",34,0
"Jove-Adult","admin.","married","high.school","no","yes","no","cellular","may","tue",208,2,"No","failure",-1.8,92.893,-46.2,1.266,5099.1,"yes",31,1
"Jove-Adult","admin.","single","high.school","no","yes","no","telephone","may","fri",891,4,"No","nonexistent",1.1,93.994,-36.4,4.864,5191,"yes",32,0
"Jove-Adult","blue-collar","single","university.degree",NA,"yes","no","telephone","may","tue",395,2,"No","nonexistent",1.1,93.994,-36.4,4.856,5191,"yes",38,1
"Jove-Adult","blue-collar","single","basic","no","yes","no","cellular","jul","thu",982,1,"No","nonexistent",1.4,93.918,-42.7,4.963,5228.1,"yes",43,0
"Jove-Adult","management","single","university.degree","no","no","no","telephone","jun","fri",712,2,"No","nonexistent",1.4,94.465,-41.8,4.967,5228.1,"yes",35,1
"Jove-Adult","technician","divorced","professional.course",NA,"yes","no","cellular","jul","mon",1134,5,"No","nonexistent",1.4,93.918,-42.7,4.96,5228.1,"yes",37,1
"Jove-Adult","admin.","married","university.degree","no","no","no","cellular","aug","mon",608,1,"No","nonexistent",1.4,93.444,-36.1,4.965,5228.1,"yes",45,0
"Jove-Adult","admin.","divorced","university.degree","no","no","yes","cellular","nov","fri",132,1,"No","nonexistent",-0.1,93.2,-42,4.223,5195.8,"yes",37,0
"Jove-Adult","blue-collar","married","basic",NA,"yes","no","cellular","may","wed",459,1,"No","nonexistent",-1.8,92.893,-46.2,1.281,5099.1,"yes",32,1
"Adult","unemployed","divorced","university.degree","no","yes","no","cellular","apr","wed",129,1,"No","nonexistent",-1.8,93.075,-47.1,1.415,5099.1,"yes",58,0
"Adult","self-employed","married","university.degree","no","no","no","cellular","apr","thu",294,2,"Yes","success",-1.8,93.075,-47.1,1.365,5099.1,"yes",48,0
"Jove-Adult","admin.","single","university.degree","no","no","no","telephone","apr","fri",394,2,"No","nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"yes",28,0
"Adult","blue-collar","divorced","basic","no","yes","no","cellular","may","tue",703,4,"No","nonexistent",-1.8,92.893,-46.2,1.291,5099.1,"yes",50,0
"Jove-Adult","blue-collar","single","basic",NA,"no","no","cellular","may","thu",1075,1,"No","failure",-1.8,92.893,-46.2,1.266,5099.1,"yes",33,2
"Jove-Adult","blue-collar","married","basic","no","yes","no","telephone","apr","thu",426,3,"No","nonexistent",-1.8,93.075,-47.1,1.41,5099.1,"yes",30,0
"Jove-Adult","blue-collar","married","basic","no","no","yes","telephone","may","fri",1064,4,"No","nonexistent",1.1,93.994,-36.4,4.859,5191,"yes",28,0
"Jove-Adult","blue-collar","single","high.school","no","no","no","telephone","may","tue",1882,2,"No","nonexistent",1.1,93.994,-36.4,4.856,5191,"yes",31,0
"Adult","self-employed","married","basic","no","no","yes","cellular","nov","wed",680,2,"No","failure",-0.1,93.2,-42,4.12,5195.8,"yes",56,1
"Gran","unemployed","married","high.school","no","yes","no","cellular","apr","mon",194,1,"No","nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"yes",68,0
"Jove-Adult","admin.","married","professional.course","no","yes","no","telephone","nov","thu",90,1,"No","nonexistent",-0.1,93.2,-42,4.245,5195.8,"yes",42,0
"Jove-Adult","self-employed","married","university.degree","no","yes","no","telephone","jul","thu",1088,2.658812105527,"No","nonexistent",1.4,93.918,-42.7,4.968,5228.1,"yes",42,1
"Jove-Adult","admin.","single","high.school","no","no","yes","cellular","apr","wed",319,1,"Yes","success",-1.8,93.075,-47.1,1.405,5099.1,"yes",29,0
"Jove-Adult","admin.","single","university.degree","no","yes","no","cellular","apr","tue",295,5,"No","nonexistent",-1.8,93.075,-47.1,1.423,5099.1,"yes",28,0
"Adult","blue-collar","married","basic","no","no","no","telephone","may","mon",607,1,"No","nonexistent",1.1,93.994,-36.4,4.858,5191,"yes",48,0
"Jove-Adult","management","married","university.degree","no","no","yes","cellular","aug","fri",873,5,"No","nonexistent",1.4,93.444,-36.1,4.964,5228.1,"yes",35,0
"Jove-Adult","technician","married","high.school","no","no","no","cellular","aug","thu",913,2,"No","nonexistent",1.4,93.444,-36.1,4.963,5228.1,"yes",30,0
"Jove-Adult","admin.","married","high.school","no","yes","no","cellular","jul","tue",681,1,"No","nonexistent",1.4,93.918,-42.7,4.962,5228.1,"yes",29,0
"Adult","admin.","married","high.school","no","yes","no","cellular","apr","thu",231,1,"No","nonexistent",-1.8,93.075,-47.1,1.365,5099.1,"yes",46,0
"Jove-Adult","services","married","high.school","no","yes","no","cellular","jul","fri",812,1,"No","nonexistent",1.4,93.918,-42.7,4.963,5228.1,"yes",30,0
"Jove-Adult","blue-collar","married","basic","no","no","no","cellular","apr","thu",328,1,"No","nonexistent",-1.8,93.075,-47.1,1.365,5099.1,"yes",40,0
"Jove-Adult","blue-collar","married","high.school","no","no","no","cellular","may","tue",895,1,"No","nonexistent",-1.8,92.893,-46.2,1.344,5099.1,"yes",35,0
"Jove-Adult","technician","single","professional.course","no","no","no","cellular","may","thu",745,1,"No","failure",-1.8,92.893,-46.2,1.266,5099.1,"yes",35,2
"Jove-Adult","services","single","high.school","no","no","no","cellular","may","thu",957,2,"No","nonexistent",-1.8,92.893,-46.2,1.327,5099.1,"yes",34,0
"Jove-Adult","self-employed","married","university.degree",NA,"yes","yes","cellular","nov","thu",1490,3,"No","nonexistent",-0.1,93.2,-42,4.076,5195.8,"yes",40,1
"Adult","admin.","single","university.degree","no","no","no","cellular","may","mon",337,1,"No","nonexistent",-1.8,92.893,-46.2,1.264,5099.1,"yes",54,0
"Jove-Adult","blue-collar","married","basic","no","yes","no","cellular","may","fri",720,1,"No","nonexistent",-1.8,92.893,-46.2,1.313,5099.1,"yes",33,0
"Jove-Adult","technician","married","professional.course","no","yes","yes","cellular","mar","thu",63,2,"No","nonexistent",-1.8,92.843,-50,1.757,5099.1,"yes",38,0
"Jove-Adult","services","married","basic",NA,"yes","no","cellular","jul","mon",939,2,"No","nonexistent",1.4,93.918,-42.7,4.962,5228.1,"yes",43,3
"Jove-Adult","blue-collar","married","basic","no","yes","no","cellular","may","wed",488,1,"No","nonexistent",-1.8,92.893,-46.2,1.334,5099.1,"yes",41,0
"Jove-Adult","admin.","single","university.degree","no","yes","no","cellular","apr","thu",495,1,"No","nonexistent",-1.8,93.075,-47.1,1.41,5099.1,"yes",32,0
"Adult","unemployed","single","basic","no","no","no","telephone","jun","mon",741,4,"No","nonexistent",1.4,94.465,-41.8,4.96,5228.1,"yes",50,1
"Jove-Adult","services","single","professional.course","no","yes","no","cellular","may","thu",406,2,"No","nonexistent",-1.8,92.893,-46.2,1.266,5099.1,"yes",28,0
"Jove-Adult","blue-collar","married","basic","no","yes","no","telephone","oct","fri",112,1,"No","nonexistent",-0.1,93.798,-40.4,4.918,5195.8,"yes",39,0
"Adult","technician","married","high.school",NA,"yes","no","cellular","aug","wed",637,1,"No","nonexistent",1.4,93.444,-36.1,4.967,5228.1,"yes",51,3
"Adult","admin.","married","basic",NA,"yes","no","telephone","jun","fri",856,3,"No","nonexistent",1.4,94.465,-41.8,4.959,5228.1,"yes",46,1
"Jove-Adult","admin.","married","university.degree","no","no","no","cellular","jul","wed",695,2,"No","nonexistent",1.4,93.918,-42.7,4.963,5228.1,"yes",35,0
"Jove-Adult","blue-collar","single","basic","no","no","no","cellular","may","thu",191,1,"No","failure",-1.8,92.893,-46.2,1.266,5099.1,"yes",31,1
"Jove-Adult","technician","married","university.degree","no","no","no","cellular","mar","tue",261,1,"No","nonexistent",-1.8,92.843,-50,1.687,5099.1,"yes",38,0
"Jove-Adult","blue-collar","single","basic",NA,"no","no","telephone","jun","wed",878,3,"No","nonexistent",1.4,94.465,-41.8,4.959,5228.1,"yes",36,2
"Adult","technician","single","professional.course","no","yes","no","cellular","nov","wed",1468,3,"No","nonexistent",-0.1,93.2,-42,4.12,5195.8,"yes",53,0
"Jove-Adult","blue-collar","married","basic",NA,"no","no","cellular","jul","tue",1608,2.72895462213985,"No","nonexistent",1.4,93.918,-42.7,4.961,5228.1,"yes",31,3
"Jove-Adult","technician","married","professional.course","no","no","no","cellular","aug","mon",594,2,"No","nonexistent",1.4,93.444,-36.1,4.963,5228.1,"yes",35,0
"Adult","unemployed","married","professional.course",NA,"yes","yes","cellular","jul","mon",494,4,"No","nonexistent",1.4,93.918,-42.7,4.96,5228.1,"yes",59,1
"Jove-Adult","admin.","divorced","high.school","no","no","no","telephone","jun","mon",686,2.37978243629892,"No","nonexistent",1.4,94.465,-41.8,4.96,5228.1,"yes",41,1
"Jove-Adult","technician","single","professional.course","no","no","no","cellular","may","fri",153,2,"No","nonexistent",-1.8,92.893,-46.2,1.25,5099.1,"yes",32,0
"Jove-Adult","blue-collar","married","basic","no","yes","no","telephone","jun","wed",1540,1,"No","nonexistent",1.4,94.465,-41.8,4.962,5228.1,"yes",43,0
"Jove-Adult","admin.","single","university.degree","no","yes","no","cellular","may","mon",274,2,"No","nonexistent",-1.8,92.893,-46.2,1.354,5099.1,"yes",31,0
"Adult","services","married","high.school","no","no","no","telephone","nov","thu",871,3,"No","nonexistent",-0.1,93.2,-42,4.076,5195.8,"yes",56,0
"Jove-Adult","admin.","married","high.school","no","no","no","cellular","nov","mon",651,2,"No","failure",-0.1,93.2,-42,4.191,5195.8,"yes",42,1
"Adult","self-employed","divorced","university.degree","no","yes","no","cellular","nov","wed",670,1,"No","nonexistent",-0.1,93.2,-42,4.12,5195.8,"yes",51,0
"Adult","blue-collar","married","basic","no","yes","no","cellular","nov","thu",994,1,"No","failure",-0.1,93.2,-42,4.076,5195.8,"yes",56,1
"Adult","unemployed","married","professional.course","no","no","no","cellular","may","mon",675,2,"No","nonexistent",-1.8,92.893,-46.2,1.354,5099.1,"yes",59,0
"Jove-Adult","admin.","married","university.degree","no","yes","no","telephone","may","thu",543,1,"No","nonexistent",1.1,93.994,-36.4,4.86,5191,"yes",39,0
"Jove-Adult","services","married","high.school","no","no","no","cellular","jul","thu",857,2,"No","nonexistent",1.4,93.918,-42.7,4.968,5228.1,"yes",38,0
"Jove-Adult","blue-collar","single","high.school","no","yes","no","cellular","mar","wed",203,4,"No","failure",-1.8,92.843,-50,1.602,5099.1,"yes",33,1
"Adult","services","married","basic",NA,"no","no","cellular","aug","mon",309,2,"No","nonexistent",1.4,93.444,-36.1,4.963,5228.1,"yes",49,1
"Jove","unemployed","single","high.school","no","no","no","cellular","apr","thu",780,1,"No","nonexistent",-1.8,93.075,-47.1,1.365,5099.1,"yes",22,0
"Jove-Adult","admin.","single","university.degree",NA,"no","yes","cellular","apr","fri",526,1,"No","nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"yes",33,1
"Adult","technician","married","professional.course","no","yes","yes","cellular","apr","thu",269,1,"No","failure",-1.8,93.075,-47.1,1.365,5099.1,"yes",48,1
"Jove-Adult","unemployed","married","basic","no","no","no","cellular","may","mon",608,3,"No","nonexistent",-1.8,92.893,-46.2,1.299,5099.1,"yes",27,0
"Jove-Adult","blue-collar","married","basic","no","yes","no","cellular","jul","thu",367,2,"No","nonexistent",1.4,93.918,-42.7,4.962,5228.1,"yes",45,0
"Jove","blue-collar","married","basic","no","no","yes","telephone","jul","thu",1008,2,"No","nonexistent",1.4,93.918,-42.7,4.958,5228.1,"yes",25,0
"Jove-Adult","blue-collar","married","basic","no","no","no","cellular","jul","thu",1187,3,"No","nonexistent",1.4,93.918,-42.7,4.963,5228.1,"yes",42,0
"Jove-Adult","blue-collar","divorced","basic","no","no","no","cellular","may","mon",827,2,"No","nonexistent",-1.8,92.893,-46.2,1.244,5099.1,"yes",32,0
"Adult","technician","married","high.school",NA,"no","no","cellular","aug","fri",784,1,"No","nonexistent",1.4,93.444,-36.1,4.966,5228.1,"yes",57,1
"Jove-Adult","blue-collar","married","basic","no","yes","no","cellular","jul","fri",1294,2,"No","nonexistent",1.4,93.918,-42.7,4.963,5228.1,"yes",30,0
"Adult","blue-collar","married","basic","no","yes","no","cellular","aug","fri",565,1,"No","nonexistent",1.4,93.444,-36.1,4.964,5228.1,"yes",53,0
"Jove-Adult","technician","single","university.degree","no","no","no","cellular","apr","thu",657,1,"No","nonexistent",-1.8,93.075,-47.1,1.435,5099.1,"yes",33,0
"Jove-Adult","self-employed","single","university.degree","no","yes","no","cellular","may","thu",633,1,"No","nonexistent",-1.8,92.893,-46.2,1.266,5099.1,"yes",31,0
"Jove-Adult","unemployed","single","high.school","no","no","no","cellular","mar","fri",268,5,"Yes","failure",-1.8,92.843,-50,1.64,5099.1,"yes",30,0
"Gran","unemployed","married","basic","no","no","no","cellular","apr","wed",167,2,"No","failure",-1.8,93.075,-47.1,1.415,5099.1,"yes",70,1
"Jove-Adult","management","married","university.degree","no","no","no","telephone","jun","tue",490,4,"No","nonexistent",1.4,94.465,-41.8,4.961,5228.1,"yes",37,0
"Jove-Adult","self-employed","single","professional.course",NA,"no","no","cellular","may","thu",561,3,"No","nonexistent",-1.8,92.893,-46.2,1.266,5099.1,"yes",32,1
"Jove-Adult","blue-collar","married","high.school","no","yes","no","cellular","may","wed",394,3,"No","nonexistent",-1.8,92.893,-46.2,1.281,5099.1,"yes",32,0
"Jove-Adult","management","married","university.degree","no","no","no","telephone","jun","mon",721,3,"No","nonexistent",1.4,94.465,-41.8,4.96,5228.1,"yes",39,0
"Jove-Adult","unemployed","married","high.school","no","yes","no","cellular","may","mon",214,3,"Yes","success",-1.8,92.893,-46.2,1.354,5099.1,"yes",30,0
"Jove-Adult","unemployed","single","high.school","no","no","yes","telephone","may","mon",630,1,"No","nonexistent",1.1,93.994,-36.4,4.857,5191,"yes",29,0
